station,station_slug,latitude,longitude,london_terminal,terminal_code,fastest_minutes,fastest_direct_minutes,change_at,typical_peak_minutes,peak_trains_per_hour,direct,operators
Chestfield & Swalecliffe,chestfield-and-swalecliffe,51.360241,1.066931,Victoria,VIC,85,85,,95,1.2,yes,"Southeastern, Southern"
Worthing,worthing,50.818499,-0.376171,Victoria,VIC,85,85,,86,1.6,yes,"Southeastern, Southern"
Knebworth,knebworth,51.866855,-0.187289,Victoria,VIC,86,,East Croydon,,,no,"Southeastern, Southern"
London Road (Guildford),london-road-guildford,50.836663,-0.136502,Victoria,VIC,86,,Leatherhead,,,no,"Southeastern, Southern"
Stevenage,stevenage,51.901688,-0.207109,Victoria,VIC,86,,East Croydon,,,no,"Southeastern, Southern"
Charing,charing,51.208099,0.790331,Victoria,VIC,87,87,,96,3.2,yes,"Southeastern, Southern"
Guildford,guildford,51.23697,-0.580425,Victoria,VIC,87,,Gatwick Airport,,,no,"Southeastern, Southern"
Luton Airport Parkway,luton-airport-parkway,51.872438,-0.395881,Victoria,VIC,87,,Denmark Hill,,,no,"Southeastern, Southern"
Robertsbridge,robertsbridge,50.984933,0.468783,Victoria,VIC,87,,Tunbridge Wells,,,no,"Southeastern, Southern"
Hampden Park,hampden-park,50.796406,0.279356,Victoria,VIC,88,88,,94,1.2,yes,"Southeastern, Southern"
West Worthing,west-worthing,50.818354,-0.392985,Victoria,VIC,88,88,,89,1.6,yes,"Southeastern, Southern"
Battle,battle,50.912916,0.494703,Victoria,VIC,89,,Tunbridge Wells,,,no,"Southeastern, Southern"
Herne Bay,herne-bay,51.364593,1.117726,Victoria,VIC,89,89,,98,1.2,yes,"Southeastern, Southern"
Luton,luton,51.882305,-0.41404,Victoria,VIC,89,,East Croydon,,,no,"Southeastern, Southern"
Uckfield,uckfield,50.968739,0.096381,Victoria,VIC,89,,East Croydon,,,no,"Southeastern, Southern"
Durrington-on-Sea,durrington-on-sea,50.817528,-0.411469,Victoria,VIC,90,90,,92,1.6,yes,"Southeastern, Southern"
Vauxhall,vauxhall,51.48619,-0.122875,Waterloo,WAT,4,4,,7,27.2,yes,South Western Railway
Clapham Junction,clapham-junction,51.464188,-0.170293,Waterloo,WAT,8,8,,12,30.4,yes,South Western Railway
Earlsfield,earlsfield,51.442337,-0.187715,Waterloo,WAT,13,13,,15,16.4,yes,South Western Railway
Putney,putney,51.461303,-0.216475,Waterloo,WAT,14,14,,19,12.0,yes,South Western Railway
Surbiton,surbiton,51.39246,-0.303958,Waterloo,WAT,15,15,,29,8.4,yes,South Western Railway
Wimbledon,wimbledon,51.421222,-0.206371,Waterloo,WAT,15,15,,20,16.8,yes,South Western Railway
Barnes,barnes,51.467086,-0.242164,Waterloo,WAT,19,19,,22,9.6,yes,South Western Railway
Richmond,richmond,51.463061,-0.301558,Waterloo,WAT,19,19,,28,11.6,yes,South Western Railway
Raynes Park,raynes-park,51.409173,-0.230151,Waterloo,WAT,20,20,,23,13.6,yes,South Western Railway
Walton-on-Thames,walton-on-thames,51.372931,-0.414635,Waterloo,WAT,22,22,,31,3.6,yes,South Western Railway
Esher,esher,51.379891,-0.353338,Waterloo,WAT,23,23,,24,3.2,yes,South Western Railway
New Malden,new-malden,51.404075,-0.25594,Waterloo,WAT,23,23,,26,9.2,yes,South Western Railway
Twickenham,twickenham,51.450031,-0.330394,Waterloo,WAT,23,23,,35,12.8,yes,South Western Railway
Motspur Park,motspur-park,51.395196,-0.239531,Waterloo,WAT,24,24,,27,5.2,yes,South Western Railway
Weybridge,weybridge,51.361771,-0.457739,Waterloo,WAT,24,24,,36,5.6,yes,South Western Railway
Woking,woking,51.318469,-0.55696,Waterloo,WAT,24,24,,30,14.4,yes,South Western Railway
Hersham,hersham,51.376812,-0.389959,Waterloo,WAT,26,26,,28,3.2,yes,South Western Railway
Norbiton,norbiton,51.412358,-0.284025,Waterloo,WAT,27,27,,32,6.0,yes,South Western Railway
West Byfleet,west-byfleet,51.339226,-0.505485,Waterloo,WAT,27,27,,42,3.2,yes,South Western Railway
Worcester Park,worcester-park,51.381253,-0.245167,Waterloo,WAT,27,27,,31,3.2,yes,South Western Railway
Brentford,brentford,51.487547,-0.309651,Waterloo,WAT,29,29,,33,4.4,yes,South Western Railway
Feltham,feltham,51.447898,-0.409838,Waterloo,WAT,29,29,,35,6.8,yes,South Western Railway
Hinchley Wood,hinchley-wood,51.374998,-0.340524,Waterloo,WAT,29,29,,36,2.0,yes,South Western Railway
Kingston,kingston,51.412751,-0.301166,Waterloo,WAT,29,29,,34,6.0,yes,South Western Railway
Thames Ditton,thames-ditton,51.389097,-0.339152,Waterloo,WAT,29,36,Surbiton,38,2.0,no,South Western Railway
St Margarets (London),st-margarets-london,51.787841,0.001269,Waterloo,WAT,30,30,,35,6.4,yes,South Western Railway
Stoneleigh,stoneleigh,51.363401,-0.248665,Waterloo,WAT,30,30,,34,3.2,yes,South Western Railway
Strawberry Hill,strawberry-hill,51.438963,-0.339358,Waterloo,WAT,30,30,,44,5.2,yes,South Western Railway
Hampton Court,hampton-court,51.402556,-0.342748,Waterloo,WAT,31,38,Surbiton,40,2.0,no,South Western Railway
Worplesdon,worplesdon,51.289017,-0.582578,Waterloo,WAT,31,31,,36,2.0,yes,South Western Railway
Claygate,claygate,51.361214,-0.348248,Waterloo,WAT,32,32,,39,2.0,yes,South Western Railway
Guildford,guildford,51.23697,-0.580425,Waterloo,WAT,32,32,,44,8.0,yes,South Western Railway
Hampton Wick,hampton-wick,51.414524,-0.312489,Waterloo,WAT,32,32,,37,6.0,yes,South Western Railway
Ewell West,ewell-west,51.350045,-0.256987,Waterloo,WAT,33,33,,37,3.2,yes,South Western Railway
Brookwood,brookwood,51.303758,-0.635748,Waterloo,WAT,34,34,,36,4.0,yes,South Western Railway
Farnborough (Main),farnborough-main,51.296692,-0.755436,Waterloo,WAT,34,34,,41,3.6,yes,South Western Railway
Isleworth,isleworth,51.474763,-0.336907,Waterloo,WAT,34,34,,39,4.4,yes,South Western Railway
Teddington,teddington,51.424481,-0.332706,Waterloo,WAT,34,34,,40,6.0,yes,South Western Railway
Oxshott,oxshott,51.336396,-0.362419,Waterloo,WAT,35,35,,42,2.0,yes,South Western Railway
Staines,staines,51.432455,-0.503164,Waterloo,WAT,35,35,,43,6.8,yes,South Western Railway
Chessington South,chessington-south,51.35655,-0.308157,Waterloo,WAT,36,36,,39,2.0,yes,South Western Railway
Epsom,epsom,51.334393,-0.268778,Waterloo,WAT,36,36,,41,3.2,yes,South Western Railway
Hounslow,hounslow,51.461946,-0.362277,Waterloo,WAT,37,37,,42,4.8,yes,South Western Railway
Ashford (Surrey),ashford-surrey,51.436507,-0.468071,Waterloo,WAT,38,38,,41,4.8,yes,South Western Railway
Byfleet & New Haw,byfleet-and-new-haw,51.349797,-0.48139,Waterloo,WAT,38,38,,40,2.4,yes,South Western Railway
Cobham & Stoke d'Abernon,cobham-and-stoke-dabernon,51.318101,-0.389346,Waterloo,WAT,39,39,,46,2.0,yes,South Western Railway
Farncombe,farncombe,51.197154,-0.604549,Waterloo,WAT,39,39,,47,2.8,yes,South Western Railway
Godalming,godalming,51.186587,-0.618862,Waterloo,WAT,39,39,,48,4.4,yes,South Western Railway
Fleet,fleet,51.290635,-0.830806,Waterloo,WAT,40,40,,48,3.2,yes,South Western Railway
Sunbury,sunbury,51.418313,-0.417783,Waterloo,WAT,40,40,,51,3.2,yes,South Western Railway
Ash Vale,ash-vale,51.272247,-0.721649,Waterloo,WAT,41,41,,43,2.8,yes,South Western Railway
Ashtead,ashtead,51.317874,-0.307572,Waterloo,WAT,41,41,,46,3.2,yes,South Western Railway
Basingstoke,basingstoke,51.268357,-1.087264,Waterloo,WAT,42,42,,51,7.5,yes,South Western Railway
Egham,egham,51.429647,-0.546512,Waterloo,WAT,42,42,,48,4.4,yes,South Western Railway
Upper Halliford,upper-halliford,51.413067,-0.430906,Waterloo,WAT,42,42,,53,3.2,yes,South Western Railway
Effingham Junction,effingham-junction,51.291495,-0.419965,Waterloo,WAT,43,43,,50,3.2,yes,South Western Railway
Kempton Park,kempton-park,51.420983,-0.409751,Waterloo,WAT,45,45,,,,yes,South Western Railway
Leatherhead,leatherhead,51.298818,-0.333232,Waterloo,WAT,45,45,,50,3.2,yes,South Western Railway
Shepperton,shepperton,51.396805,-0.446786,Waterloo,WAT,45,45,,56,3.2,yes,South Western Railway
Virginia Water,virginia-water,51.401802,-0.562174,Waterloo,WAT,45,45,,51,4.4,yes,South Western Railway
Aldershot,aldershot,51.246418,-0.75986,Waterloo,WAT,46,46,,48,2.8,yes,South Western Railway
Horsley,horsley,51.279347,-0.435409,Waterloo,WAT,47,47,,54,3.2,yes,South Western Railway
London Road (Guildford),london-road-guildford,50.836663,-0.136502,Waterloo,WAT,47,56,Guildford,63,3.2,no,South Western Railway
Wraysbury,wraysbury,51.457708,-0.541922,Waterloo,WAT,47,47,,49,2.0,yes,South Western Railway
Haslemere,haslemere,51.088648,-0.719163,Waterloo,WAT,49,49,,60,4.4,yes,South Western Railway
Longcross,longcross,51.385173,-0.59457,Waterloo,WAT,49,49,,54,1.6,yes,South Western Railway
Sunnymeads,sunnymeads,51.470288,-0.559374,Waterloo,WAT,49,49,,52,2.0,yes,South Western Railway
Bookham,bookham,51.288739,-0.384021,Waterloo,WAT,50,50,,59,1.2,yes,South Western Railway
Box Hill & Westhumble,box-hill-and-westhumble,51.254012,-0.32849,Waterloo,WAT,50,50,,54,2.0,yes,South Western Railway
Winchfield,winchfield,51.28495,-0.906977,Waterloo,WAT,50,50,,56,2.4,yes,South Western Railway
Clandon,clandon,51.264005,-0.502766,Waterloo,WAT,51,51,,58,3.2,yes,South Western Railway
Datchet,datchet,51.483077,-0.579422,Waterloo,WAT,52,52,,55,2.0,yes,South Western Railway
Farnham,farnham,51.211905,-0.792427,Waterloo,WAT,52,52,,54,2.8,yes,South Western Railway
Milford,milford,51.163319,-0.636948,Waterloo,WAT,52,52,,56,2.0,yes,South Western Railway
Shalford,shalford,51.214323,-0.566804,Waterloo,WAT,52,,Guildford,,,no,South Western Railway
Sunningdale,sunningdale,51.39194,-0.633041,Waterloo,WAT,52,52,,57,2.8,yes,South Western Railway
Dorking,dorking,51.24093,-0.324251,Waterloo,WAT,53,53,,57,2.0,yes,South Western Railway
Overton,overton,51.254294,-1.259268,Waterloo,WAT,53,53,,55,1.9,yes,South Western Railway
Hook,hook,51.279998,-0.961636,Waterloo,WAT,54,54,,60,2.4,yes,South Western Railway
Ascot,ascot,51.406244,-0.675833,Waterloo,WAT,55,55,,60,2.8,yes,South Western Railway
Sutton,sutton,51.359533,-0.191215,Waterloo,WAT,55,,Epsom,,,no,South Western Railway
Windsor & Eton Riverside,windsor-and-eton-riverside,51.48565,-0.606534,Waterloo,WAT,56,56,,59,2.0,yes,South Western Railway
Witley,witley,51.133162,-0.645783,Waterloo,WAT,56,56,,60,2.0,yes,South Western Railway
Addlestone,addlestone,51.373046,-0.484457,Waterloo,WAT,58,72,Weybridge,82,1.6,no,South Western Railway
Winchester,winchester,51.067211,-1.3197,Waterloo,WAT,58,58,,70,4.0,yes,South Western Railway
Bentley,bentley,51.181233,-0.868127,Waterloo,WAT,59,59,,60,2.0,yes,South Western Railway
Liphook,liphook,51.071316,-0.800228,Waterloo,WAT,59,59,,70,2.4,yes,South Western Railway
Whitchurch (Hants),whitchurch-hants,51.237544,-1.337747,Waterloo,WAT,59,59,,61,1.9,yes,South Western Railway
Chertsey,chertsey,51.387069,-0.509317,Waterloo,WAT,61,69,Weybridge,78,1.6,no,South Western Railway
Martins Heron,martins-heron,51.407412,-0.724397,Waterloo,WAT,61,61,,64,2.0,yes,South Western Railway
Andover,andover,51.211547,-1.492233,Waterloo,WAT,62,62,,70,1.9,yes,South Western Railway
Micheldever,micheldever,51.182393,-1.260678,Waterloo,WAT,62,62,,64,1.6,yes,South Western Railway
Petersfield,petersfield,51.006726,-0.941137,Waterloo,WAT,63,63,,79,4.4,yes,South Western Railway
Bracknell,bracknell,51.413092,-0.751704,Waterloo,WAT,64,64,,67,2.0,yes,South Western Railway
Liss,liss,51.043571,-0.892867,Waterloo,WAT,65,65,,77,2.4,yes,South Western Railway
Alton,alton,51.151969,-0.966913,Waterloo,WAT,66,66,,67,2.0,yes,South Western Railway
Frimley,frimley,51.311862,-0.746991,Waterloo,WAT,67,80,Ash Vale,80,0.8,no,South Western Railway
Reigate,reigate,51.241958,-0.203825,Waterloo,WAT,67,,Guildford,,,no,South Western Railway
Bagshot,bagshot,51.364368,-0.688662,Waterloo,WAT,68,68,,68,0.8,yes,South Western Railway
Southampton Airport Parkway,southampton-airport-parkway,50.950815,-1.363097,Waterloo,WAT,68,68,,74,2.4,yes,South Western Railway
West Croydon,west-croydon,51.378428,-0.102585,Waterloo,WAT,69,,Epsom,,,no,South Western Railway
Camberley,camberley,51.336328,-0.744272,Waterloo,WAT,71,73,Ash Vale,73,0.8,no,South Western Railway
Wokingham,wokingham,51.411218,-0.842543,Waterloo,WAT,71,71,,74,2.0,yes,South Western Railway
Redhill,redhill,51.240201,-0.1659,Waterloo,WAT,72,,Guildford,,,no,South Western Railway
Shawford,shawford,51.022125,-1.327774,Waterloo,WAT,72,72,,88,1.6,yes,South Western Railway
Holmwood,holmwood,51.181196,-0.320809,Waterloo,WAT,74,,Dorking,,,no,South Western Railway
Grateley,grateley,51.170059,-1.620774,Waterloo,WAT,75,75,,77,1.9,yes,South Western Railway
Winnersh,winnersh,51.430283,-0.876859,Waterloo,WAT,75,75,,78,2.0,yes,South Western Railway
Reading West,reading-west,51.455501,-0.990129,Waterloo,WAT,76,,Basingstoke,,,no,South Western Railway
Southampton Central,southampton-central,50.907448,-1.413596,Waterloo,WAT,76,76,,82,2.4,yes,South Western Railway
Eastleigh,eastleigh,50.96925,-1.350084,Waterloo,WAT,77,77,,84,2.4,yes,South Western Railway
Havant,havant,50.854427,-0.981611,Waterloo,WAT,77,77,,97,4.4,yes,South Western Railway
Winnersh Triangle,winnersh-triangle,51.436742,-0.891332,Waterloo,WAT,77,77,,80,2.0,yes,South Western Railway
Ockley,ockley,51.151512,-0.336014,Waterloo,WAT,78,,Dorking,,,no,South Western Railway
Earley,earley,51.4411,-0.917988,Waterloo,WAT,80,80,,83,2.0,yes,South Western Railway
Reading,reading,51.458786,-0.971849,Waterloo,WAT,80,85,Basingstoke,88,2.0,no,South Western Railway
Salisbury,salisbury,51.070548,-1.806387,Waterloo,WAT,80,80,,90,1.9,yes,South Western Railway
Rowlands Castle,rowlands-castle,50.892172,-0.957471,Waterloo,WAT,81,81,,101,1.6,yes,South Western Railway
Balham,balham,51.443225,-0.152424,Waterloo,WAT,82,,Epsom,,,no,South Western Railway
Gatwick Airport,gatwick-airport,51.156491,-0.161041,Waterloo,WAT,83,,Guildford,,,no,South Western Railway
Warnham,warnham,51.092902,-0.329464,Waterloo,WAT,84,,Dorking,,,no,South Western Railway
Totton,totton,50.917881,-1.482417,Waterloo,WAT,85,85,,92,1.6,yes,South Western Railway
Fratton,fratton,50.796339,-1.073983,Waterloo,WAT,87,87,,110,4.8,yes,South Western Railway
Hedge End,hedge-end,50.93232,-1.294503,Waterloo,WAT,88,88,,94,1.6,yes,South Western Railway
Bedhampton,bedhampton,50.853957,-0.995828,Waterloo,WAT,89,89,,116,1.2,yes,South Western Railway
Horsham,horsham,51.066065,-0.319269,Waterloo,WAT,89,,Dorking,,,no,South Western Railway
